Country Code ABW AFG,Country Name Aruba Afghanistan,Indicator Code SH.HIV.INCD.TL SH.HIV.INCD.TL,Indicator Name Adults (ages 15+) and children (ages 0-14) newly infected with HIV Adults (ages 15+) and children (ages 0-14) ne,Year,Infections,Number of Records
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"1,000",1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,990,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,880,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,790,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,740,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,720,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,740,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,740,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,740,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,730,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,700,1
ROU,Romania,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,660,1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,100,1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,100,1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,100,1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,100,1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"1,500",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"5,300",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"9,600",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"14,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"19,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"23,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"28,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"33,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"38,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"43,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"47,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"52,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"57,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"62,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"66,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"70,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"74,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"80,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"84,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"88,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"91,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"95,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"98,000",1
RUS,Russian Federation,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"100,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"32,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"34,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"32,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"28,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"25,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"22,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"21,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"20,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"20,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"19,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"19,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"16,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"16,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"15,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"13,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"13,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"11,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"11,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"11,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"10,000",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"9,300",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"8,500",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"8,400",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"8,100",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"7,800",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"7,500",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"7,400",1
RWA,Rwanda,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"7,400",1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
SAS,South Asia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
SAU,Saudi Arabia,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,590,1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,760,1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,960,1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"1,200",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"1,300",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"1,500",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"1,800",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"1,900",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"2,400",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"2,700",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"2,900",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"3,300",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"3,600",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"4,000",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"4,000",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"4,000",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"3,800",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"3,900",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"4,000",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"4,200",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"4,400",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"4,400",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"4,400",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"4,500",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"4,500",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"4,500",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"4,600",1
SDN,Sudan,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"4,700",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,"1,700",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,"2,000",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,"2,400",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"2,900",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"3,400",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"3,900",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"4,400",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"4,900",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"5,200",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"5,500",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"5,500",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"5,600",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"5,500",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"5,300",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"4,800",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"4,400",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"3,900",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"3,600",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"2,900",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"2,400",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"2,200",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"2,000",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"1,800",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"1,700",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"1,600",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"1,500",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"1,500",1
SEN,Senegal,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"1,600",1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,200,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,200,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,500,1
SGP,Singapore,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,500,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
SLB,Solomon Islands,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
